"%O2"/"%NO"/"%CO"/"BTZ (°C)"/"FCC (T/h)"/"AH (T/h)"/"AMP"/"CIM (t)"/"CG (T/h)"/"RPM"/"BET (°C)"/"% CO2"/"% C3S"/"% C3A"/"% C2S"/"% C4AF"/"% CaO(l)"/"Prediccion Cal"/"Calificacion real"/"Calificacion predicha"/"fecha_hora"
4.2756/1152.0/0.0564/1459.37/7.3164/154.169998168945/188.575/0.01628/0.0051070838235318/2.85920000076294/582.799987792969/13.44396/65.94/8.04/13.51/7.5/0.83/0.856/Alta/Alta/2010-10-18 08:14:00.000
4.221/1344.4/0.0608/1467.21/7.4724/155.124/235.6475/0.01808/0.006098751/2.85920000076294/587.3/13.21965/64.7/8.2/14.0/7.8/0.83/1.023/Alta/Regular/2010-10-18 12:06:00.000
4.2126/801.8/0.0907/1284.23/6.5136/155.268/194.9875/0.02966667/0.0141983339563012/2.72320008277893/591.700012207031/13.57595/67.4/7.9/12.1/7.6/0.56/0.734/Alta/Alta/2010-10-18 17:11:00.000
4.1958/841.6/0.0856/1381.32/6.7596001625061/154.061996459961/222.87/0.03294667/0.0050575/2.71720004081726/584.0/13.80255/64.6/8.1/13.8/7.6/1.1/1.288/Regular/Regular/2010-10-18 20:10:00.000
3.5406/1341.0/0.0596/1488.91/6.54120016098022/158.49/204.0125/0.03462667/0.0121380006894469/2.92000007629395/588.400024414063/13.65148/65.0/8.2/14.1/7.7/0.8/0.743/Alta/Alta/2010-10-19 00:12:00.000
4.452/1205.4/0.0489000007510185/1427.03/6.486/152.982/252.415/0.03314667/0.01000592/2.92000007629395/584.0/13.70718/64.9/8.2/14.1/7.8/0.54/0.965/Alta/Alta/2010-10-19 04:56:00.000
4.3953/1164.8/0.0518/1430.25/6.6396/152.316/274.36/0.03308/0.0090737510472536/2.82399988174438/586.0/13.80255/62.8/8.2/15.9/7.9/0.81/1.227/Alta/Regular/2010-10-19 08:10:00.000
4.3512/944.6/0.0497/1332.46/6.2916/157.644/180.31/0.03436/0.0103430841118097/2.804/587.1/13.40734/62.2/8.4/16.3/8.0/0.92/1.014/Alta/Regular/2010-10-19 12:16:00.000
4.6389/821.8/0.047/1238.1/6.4968/154.026000976563/264.385/0.03468/0.01099/2.7656/587.099975585938/13.1632/63.7/8.2/15.4/7.9/1.1/0.984/Regular/Alta/2010-10-19 16:27:00.000
3.8283/1114.8/0.0551/1415.69/6.5256/153.666/262.6275/0.03498667/0.0144549999386072/2.65840005874634/588.099975585938/13.20211/63.5/8.2/15.4/8.1/1.2/1.096/Regular/Regular/2010-10-19 20:00:00.000
3.759/840.6/0.0728/1300.75/6.57359981536865/150.3/234.6025/0.03469333/0.01701/2.71359992027283/587.0/13.95132/64.4/8.2/15.0/8.1/0.71/0.848/Alta/Alta/2010-10-20 00:05:00.000
4.0425/1357.2/0.0578/1518.38/6.2736/151.776/223.82/0.03529333/0.0120983337983489/2.71359992027283/598.1/13.50195/65.9/7.9/13.4/7.7/0.8/0.877/Alta/Alta/2010-10-20 04:44:00.000
4.6578/1345.4/0.0348000004887581/1432.21/6.6324/147.312/278.445/0.03476/0.01030342/2.71399998664856/601.400024414063/13.38827/64.2/8.1/14.9/7.7/1.08/1.132/Regular/Regular/2010-10-20 08:15:00.000
4.0025999546051/1001.79998779297/0.0507999993860722/1385.27496337891/6.66060018539429/154.638000488281/232.512496948242/0.0521000027656555/0.0110425008460879/2.81839990615845/584.149993896484/13.5107197761536/64.3/8.0/14.9/7.7/0.98/1.277/Alta/Regular/2010-10-20 12:08:00.000
4.3575/1380.0/0.0304/1541.83/6.4608/152.892/190.38/0.03598667/0.008359751/2.81240010261536/583.3/13.70718/68.1/8.0/12.1/7.7/0.48/0.73/Alta/Alta/2010-10-20 16:09:00.000
3.4356/1112.4/0.0585/1510.89/6.6516/151.613998413086/248.4725/0.03608/0.0086683332920074/2.6664/590.099975585938/13.59655/66.2/8.3/12.8/8.0/0.76/0.828/Alta/Alta/2010-10-20 20:13:00.000
4.116/1457.8/0.0383/1564.79/6.4644/153.612/242.6775/0.03662667/0.0086683332920074/2.89680004119873/577.599975585938/13.10674/65.7/8.2/13.2/7.9/1.1/1.032/Regular/Regular/2010-10-21 00:13:00.000
3.4524/1165.4/0.0937/1466.44/6.4056/155.376007080078/189.0975/0.03589334/0.01104833/2.80800008773804/585.5/12.95644/62.8/8.4/15.1/8.0/1.12/1.092/Regular/Regular/2010-10-21 04:00:00.000
4.0488/1125.0/0.0669/1354.23/6.4812/154.386/216.885/0.03646667/0.0098933335393667/2.80080008506775/586.700012207031/12.97551/65.6/8.1/14.0/7.7/0.96/0.842/Alta/Alta/2010-10-21 08:25:00.000
3.4083/949.4/0.1458/1440.33/6.3984/144.27/194.37/0.03642667/0.0086916666477918/2.6224000453949/586.7/12.05386/63.7/8.2/14.4/7.7/1.27/1.239/Regular/Regular/2010-10-21 12:34:00.000
4.4289/1085.4/0.0516000017523766/1431.37/6.1536/154.151992797852/189.24/0.03614667/0.0135216666385531/2.7435998916626/585.400024414063/12.3537/62.14/8.3/15.8/8.0/1.39/1.357/Regular/Regular/2010-10-21 16:07:00.000
4.0509/830.8/0.0812/1288.78/6.36719989776611/154.061996459961/191.615/0.03598667/0.0100100003182888/2.75679993629456/588.700012207031/12.24155/60.7/8.3/16.9/7.8/1.98/1.835/Regular/Regular/2010-10-21 20:04:00.000
3.9921/1020.0/0.0793/1372.64/6.5808/153.378005981445/196.46/0.03628/0.009986667/2.79239988327026/586.5/12.42924/63.9/8.2/14.2/7.9/1.48/1.277/Regular/Regular/2010-10-22 00:01:00.000
